system:time_starttemperature_2m
"Jan 1 2019""276594434973.082"
"Feb 1 2019""279558006461.668"
"Mar 1 2019""281948780328.67"
"Apr 1 2019""284109096000.363"
"May 1 2019""286066161839.773"
"Jun 1 2019""292380651087.52"
"Jul 1 2019""294941492920.071"
"Aug 1 2019""293698834095.766"
"Sep 1 2019""290541092773.206"
"Oct 1 2019""286571049672.907"
"Nov 1 2019""280895988067.858"
"Dec 1 2019""279699793777.391"
"Jan 1 2020""279231775679.453"
"Feb 1 2020""281300998061.927"
"Mar 1 2020""280927183500.646"
"Apr 1 2020""286835402777.701"
"May 1 2020""288385758758.5"
"Jun 1 2020""290892143385.145"
"Jul 1 2020""293306569207.752"
"Aug 1 2020""295089552018.883"
"Sep 1 2020""291657980106.624"
"Oct 1 2020""285344995970.367"
"Nov 1 2020""282422936081.164"
"Dec 1 2020""279414416746.66"
"Jan 1 2021""277088591614.963"
"Feb 1 2021""279449268537.992"
"Mar 1 2021""280353434905.931"
"Apr 1 2021""281536330227.322"
"May 1 2021""285366979395.399"
"Jun 1 2021""292249017909.272"
"Jul 1 2021""291964280836.417"
"Aug 1 2021""291364100446.356"
"Sep 1 2021""291197219150.042"
"Oct 1 2021""285303234620.155"
"Nov 1 2021""279599014103.437"
"Dec 1 2021""279431572606.3"
"Jan 1 2023""278855865287.967"
"Feb 1 2023""278593557444.073"
"Mar 1 2023""281618366105.722"
"Apr 1 2023""282864206388.84"
"May 1 2023""287570933395.117"
"Jun 1 2023""293808925648.699"
"Jul 1 2023""293218121953.537"
"Aug 1 2023""292703644360.778"
"Sep 1 2023""293333702713.167"
"Oct 1 2023""287832662360.526"
"Nov 1 2023""282039759760.77"
"Dec 1 2023""280468926475.801"
"Jan 1 2024""277357330027.68"
"Feb 1 2024""281796574272.706"
"Mar 1 2024""282311939752.603"
"Apr 1 2024""284258330449.962"
"May 1 2024""287580298830.407"
"Jun 1 2024""289630068405.614"
"Jul 1 2024""292635563177.517"
"Aug 1 2024""293667754011.63"
"Sep 1 2024""288995096350.39"
"Oct 1 2024""286858981110.32"
"Nov 1 2024""281594650733.254"
